# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2469611	2470678	-							EGCR1_RS12115	1068		old_locus_tag=EGCR1_12120
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2469611	2470678	-	WP_171311551.1	WP_171311551.1		Fic family protein			EGCR1_RS12115	1068	355	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2471106	2471915	+							EGCR1_RS12120	810		old_locus_tag=EGCR1_12125
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2471106	2471915	+	WP_071857948.1	WP_071857948.1		SAVED domain-containing protein			EGCR1_RS12120	810	269	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2471905	2475039	+							EGCR1_RS12125	3135		old_locus_tag=EGCR1_12130
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2471905	2475039	+	WP_071857947.1	WP_071857947.1		DEAD/DEAH box helicase			EGCR1_RS12125	3135	1044	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2475071	2475898	-							EGCR1_RS12130	828		old_locus_tag=EGCR1_12135
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2475071	2475898	-	WP_225599228.1	WP_225599228.1		helix-turn-helix domain-containing protein			EGCR1_RS12130	828	275	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2476108	2476398	+							EGCR1_RS12135	291		old_locus_tag=EGCR1_12140
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2476108	2476398	+	WP_003128904.1	WP_003128904.1		helix-turn-helix domain-containing protein			EGCR1_RS12135	291	96	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2476446	2477633	+							EGCR1_RS12140	1188		old_locus_tag=EGCR1_12145
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2476446	2477633	+	WP_071857945.1	WP_071857945.1		site-specific integrase			EGCR1_RS12140	1188	395	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2477725	2478117	-					rpsI		EGCR1_RS12145	393		old_locus_tag=EGCR1_12150
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2477725	2478117	-	WP_010779392.1	WP_010779392.1		30S ribosomal protein S9	rpsI		EGCR1_RS12145	393	130	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2478134	2478577	-					rplM		EGCR1_RS12150	444		old_locus_tag=EGCR1_12155
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2478134	2478577	-	WP_010779391.1	WP_010779391.1		50S ribosomal protein L13	rplM		EGCR1_RS12150	444	147	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2478915	2480123	+							EGCR1_RS12155	1209		old_locus_tag=EGCR1_12160
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2478915	2480123	+	WP_086306254.1	WP_086306254.1		argininosuccinate synthase			EGCR1_RS12155	1209	402	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2480499	2481869	+					argH		EGCR1_RS12160	1371		old_locus_tag=EGCR1_12165
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2480499	2481869	+	WP_114525152.1	WP_114525152.1		argininosuccinate lyase	argH		EGCR1_RS12160	1371	456	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2481905	2482879	-					lacD		EGCR1_RS12165	975		old_locus_tag=EGCR1_12170
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2481905	2482879	-	WP_114525153.1	WP_114525153.1		tagatose-bisphosphate aldolase	lacD		EGCR1_RS12165	975	324	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2482876	2483334	-							EGCR1_RS12170	459		old_locus_tag=EGCR1_12175
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2482876	2483334	-	WP_114525154.1	WP_114525154.1		fructose PTS transporter subunit IIA			EGCR1_RS12170	459	152	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2483349	2484791	-							EGCR1_RS12175	1443		old_locus_tag=EGCR1_12180
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2483349	2484791	-	WP_114525155.1	WP_114525155.1		PTS fructose transporter subunit IIBC			EGCR1_RS12175	1443	480	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2484773	2485723	-					pfkB		EGCR1_RS12180	951		old_locus_tag=EGCR1_12185
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2484773	2485723	-	WP_010779385.1	WP_010779385.1		1-phosphofructokinase	pfkB		EGCR1_RS12180	951	316	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2485873	2486622	+							EGCR1_RS12185	750		old_locus_tag=EGCR1_12190
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2485873	2486622	+	WP_010779384.1	WP_010779384.1		MurR/RpiR family transcriptional regulator			EGCR1_RS12185	750	249	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2486657	2488189	+							EGCR1_RS12190	1533		old_locus_tag=EGCR1_12195
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2486657	2488189	+	WP_114525156.1	WP_114525156.1		DUF1538 domain-containing protein			EGCR1_RS12190	1533	510	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2488176	2488886	+							EGCR1_RS12195	711		old_locus_tag=EGCR1_12200
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2488176	2488886	+	WP_114525157.1	WP_114525157.1		transposase			EGCR1_RS12195	711	236	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2488946	2489413	-							EGCR1_RS12200	468		old_locus_tag=EGCR1_12205
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2488946	2489413	-	WP_010779381.1	WP_010779381.1		DNA starvation/stationary phase protection protein			EGCR1_RS12200	468	155	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2489526	2490215	+							EGCR1_RS12205	690		old_locus_tag=EGCR1_12210
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2489526	2490215	+	WP_162787361.1	WP_162787361.1		A24 family peptidase			EGCR1_RS12205	690	229	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2490212	2490736	-					msrA		EGCR1_RS12210	525		old_locus_tag=EGCR1_12215
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2490212	2490736	-	WP_114525159.1	WP_114525159.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA		EGCR1_RS12210	525	174	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2490860	2491960	-							EGCR1_RS12215	1101		old_locus_tag=EGCR1_12220
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2490860	2491960	-	WP_114525160.1	WP_114525160.1		LCP family protein			EGCR1_RS12215	1101	366	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2492210	2495863	-					rpoC		EGCR1_RS12220	3654		old_locus_tag=EGCR1_12225
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2492210	2495863	-	WP_114525161.1	WP_114525161.1		DNA-directed RNA polymerase subunit beta'	rpoC		EGCR1_RS12220	3654	1217	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2496005	2499619	-					rpoB		EGCR1_RS12225	3615		old_locus_tag=EGCR1_12230
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2496005	2499619	-	WP_162787362.1	WP_162787362.1		DNA-directed RNA polymerase subunit beta	rpoB		EGCR1_RS12225	3615	1204	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2500401	2501366	+							EGCR1_RS12230	966		old_locus_tag=EGCR1_12235
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2500401	2501366	+	WP_010779375.1	WP_010779375.1		ABC transporter substrate-binding protein			EGCR1_RS12230	966	321	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2501405	2502331	+							EGCR1_RS12235	927		old_locus_tag=EGCR1_12240
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2501405	2502331	+	WP_174293647.1	WP_174293647.1		ABC transporter permease			EGCR1_RS12235	927	308	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2502306	2503109	+							EGCR1_RS12240	804		old_locus_tag=EGCR1_12245
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2502306	2503109	+	WP_010779373.1	WP_010779373.1		ABC transporter ATP-binding protein			EGCR1_RS12240	804	267	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2503212	2504165	+							EGCR1_RS12245	954		old_locus_tag=EGCR1_12250
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2503212	2504165	+	WP_114525163.1	WP_114525163.1		biotin--[acetyl-CoA-carboxylase] ligase			EGCR1_RS12245	954	317	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2504198	2505547	-					gor		EGCR1_RS12250	1350		old_locus_tag=EGCR1_12255
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2504198	2505547	-	WP_114525164.1	WP_114525164.1		glutathione-disulfide reductase	gor		EGCR1_RS12250	1350	449	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2505712	2506953	-							EGCR1_RS12255	1242		old_locus_tag=EGCR1_12260
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2505712	2506953	-	WP_010779370.1	WP_010779370.1		U32 family peptidase			EGCR1_RS12255	1242	413	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2506967	2507881	-							EGCR1_RS12260	915		old_locus_tag=EGCR1_12265
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2506967	2507881	-	WP_010779369.1	WP_010779369.1		U32 family peptidase			EGCR1_RS12260	915	304	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2507987	2510488	-							EGCR1_RS12265	2502		old_locus_tag=EGCR1_12270
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2507987	2510488	-	WP_010779368.1	WP_010779368.1		ATP-dependent Clp protease ATP-binding subunit			EGCR1_RS12265	2502	833	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2510494	2510958	-							EGCR1_RS12270	465		old_locus_tag=EGCR1_12275
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2510494	2510958	-	WP_010779367.1	WP_010779367.1		CtsR family transcriptional regulator			EGCR1_RS12270	465	154	
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511081	2511154	-							EGCR1_RS12275	74		old_locus_tag=EGCR1_12280
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511081	2511154	-				tRNA-Pro			EGCR1_RS12275	74		anticodon=TGG
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511173	2511246	-							EGCR1_RS12280	74		old_locus_tag=EGCR1_12285
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511173	2511246	-				tRNA-Arg			EGCR1_RS12280	74		anticodon=ACG
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511259	2511344	-							EGCR1_RS12285	86		old_locus_tag=EGCR1_12290
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511259	2511344	-				tRNA-Leu			EGCR1_RS12285	86		anticodon=TAA
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511367	2511438	-							EGCR1_RS12290	72		old_locus_tag=EGCR1_12295
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511367	2511438	-				tRNA-Gly			EGCR1_RS12290	72		anticodon=GCC
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511440	2511515	-							EGCR1_RS12295	76		old_locus_tag=EGCR1_12300
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511440	2511515	-				tRNA-Thr			EGCR1_RS12295	76		anticodon=TGT
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511538	2511619	-							EGCR1_RS12300	82		old_locus_tag=EGCR1_12305
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511538	2511619	-				tRNA-Leu			EGCR1_RS12300	82		anticodon=TAG
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511629	2511701	-							EGCR1_RS12305	73		old_locus_tag=EGCR1_12310
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511629	2511701	-				tRNA-Lys			EGCR1_RS12305	73		anticodon=TTT
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511705	2511777	-							EGCR1_RS12310	73		old_locus_tag=EGCR1_12315
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511705	2511777	-				tRNA-Val			EGCR1_RS12310	73		anticodon=TAC
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511788	2511903	-					rrf		EGCR1_RS12315	116		old_locus_tag=EGCR1_12320
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511788	2511903	-				5S ribosomal RNA	rrf		EGCR1_RS12315	116		
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511978	2514890	-							EGCR1_RS12320	2913		old_locus_tag=EGCR1_12325
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2511978	2514890	-				23S ribosomal RNA			EGCR1_RS12320	2913		
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2515133	2516691	-							EGCR1_RS12325	1559		old_locus_tag=EGCR1_12330
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2515133	2516691	-				16S ribosomal RNA			EGCR1_RS12325	1559		
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2517141	2517256	-					rrf		EGCR1_RS12330	116		old_locus_tag=EGCR1_12335
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2517141	2517256	-				5S ribosomal RNA	rrf		EGCR1_RS12330	116		
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2517331	2520243	-							EGCR1_RS12335	2913		old_locus_tag=EGCR1_12340
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2517331	2520243	-				23S ribosomal RNA			EGCR1_RS12335	2913		
gene	rRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2520486	2522044	-							EGCR1_RS12340	1559		old_locus_tag=EGCR1_12345
rRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2520486	2522044	-				16S ribosomal RNA			EGCR1_RS12340	1559		
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2522651	2523340	+							EGCR1_RS12345	690		old_locus_tag=EGCR1_12350
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2522651	2523340	+	WP_010782286.1	WP_010782286.1		response regulator transcription factor			EGCR1_RS12345	690	229	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2523330	2524511	+							EGCR1_RS12350	1182		old_locus_tag=EGCR1_12355
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2523330	2524511	+	WP_114525165.1	WP_114525165.1		HAMP domain-containing histidine kinase			EGCR1_RS12350	1182	393	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2524796	2526076	+					serS		EGCR1_RS12355	1281		old_locus_tag=EGCR1_12360
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2524796	2526076	+	WP_114525166.1	WP_114525166.1		serine--tRNA ligase	serS		EGCR1_RS12355	1281	426	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2526137	2527621	-					guaB		EGCR1_RS12360	1485		old_locus_tag=EGCR1_12365
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2526137	2527621	-	WP_114525167.1	WP_114525167.1		IMP dehydrogenase	guaB		EGCR1_RS12360	1485	494	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2527717	2528199	-							EGCR1_RS12365	483		old_locus_tag=EGCR1_12370
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2527717	2528199	-	WP_114525168.1	WP_114525168.1		MerR family transcriptional regulator			EGCR1_RS12365	483	160	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2528342	2529808	+							EGCR1_RS12370	1467		old_locus_tag=EGCR1_12375
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2528342	2529808	+	WP_086306011.1	WP_086306011.1		multidrug efflux MFS transporter			EGCR1_RS12370	1467	488	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2529805	2530515	+							EGCR1_RS12375	711		old_locus_tag=EGCR1_12380
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2529805	2530515	+	WP_114525169.1	WP_114525169.1		DUF4811 domain-containing protein			EGCR1_RS12375	711	236	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2530643	2531347	-							EGCR1_RS12380	705		old_locus_tag=EGCR1_12385
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2530643	2531347	-	WP_010782279.1	WP_010782279.1		DUF1129 domain-containing protein			EGCR1_RS12380	705	234	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2531361	2532461	-					ychF		EGCR1_RS12385	1101		old_locus_tag=EGCR1_12390
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2531361	2532461	-	WP_086306009.1	WP_086306009.1		redox-regulated ATPase YchF	ychF		EGCR1_RS12385	1101	366	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2532495	2532689	-							EGCR1_RS12390	195		old_locus_tag=EGCR1_12395
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2532495	2532689	-	WP_010782277.1	WP_010782277.1		DUF951 domain-containing protein			EGCR1_RS12390	195	64	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2532737	2533627	-							EGCR1_RS12395	891		old_locus_tag=EGCR1_12400
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2532737	2533627	-	WP_010782276.1	WP_010782276.1		ParB/RepB/Spo0J family partition protein			EGCR1_RS12395	891	296	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2533614	2534381	-							EGCR1_RS12400	768		old_locus_tag=EGCR1_12405
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2533614	2534381	-	WP_114525170.1	WP_114525170.1		AAA family ATPase			EGCR1_RS12400	768	255	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2534448	2535161	-					rsmG		EGCR1_RS12405	714		old_locus_tag=EGCR1_12410
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2534448	2535161	-	WP_114525171.1	WP_114525171.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		EGCR1_RS12405	714	237	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2535281	2536171	-							EGCR1_RS12410	891		old_locus_tag=EGCR1_12415
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2535281	2536171	-	WP_010782273.1	WP_010782273.1		LysR family transcriptional regulator			EGCR1_RS12410	891	296	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2536320	2537528	+							EGCR1_RS12415	1209		old_locus_tag=EGCR1_12420
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2536320	2537528	+	WP_114525172.1	WP_114525172.1		MFS transporter			EGCR1_RS12415	1209	402	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2537700	2538578	+							EGCR1_RS12420	879		old_locus_tag=EGCR1_12425
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2537700	2538578	+	WP_114525173.1	WP_114525173.1		shikimate dehydrogenase			EGCR1_RS12420	879	292	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2538589	2539341	+					aroD		EGCR1_RS12425	753		old_locus_tag=EGCR1_12430
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2538589	2539341	+	WP_114525174.1	WP_114525174.1		type I 3-dehydroquinate dehydratase	aroD		EGCR1_RS12425	753	250	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2539507	2541408	-					mnmG		EGCR1_RS12430	1902		old_locus_tag=EGCR1_12435
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2539507	2541408	-	WP_114525175.1	WP_114525175.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		EGCR1_RS12430	1902	633	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2541426	2542823	-					mnmE		EGCR1_RS12435	1398		old_locus_tag=EGCR1_12440
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2541426	2542823	-	WP_114525176.1	WP_114525176.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		EGCR1_RS12435	1398	465	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2543041	2543799	-							EGCR1_RS12440	759		old_locus_tag=EGCR1_12445
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2543041	2543799	-	WP_114525177.1	WP_114525177.1		protein jag			EGCR1_RS12440	759	252	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2543861	2544682	-							EGCR1_RS12445	822		old_locus_tag=EGCR1_12450
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2543861	2544682	-	WP_010782266.1	WP_010782266.1		YidC/Oxa1 family membrane protein insertase			EGCR1_RS12445	822	273	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2544700	2545035	-					rnpA		EGCR1_RS12450	336		old_locus_tag=EGCR1_12455
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2544700	2545035	-	WP_086306000.1	WP_086306000.1		ribonuclease P protein component	rnpA		EGCR1_RS12450	336	111	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2545173	2545307	-					rpmH		EGCR1_RS12455	135		old_locus_tag=EGCR1_12460
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2545173	2545307	-	WP_006703104.1	WP_006703104.1		50S ribosomal protein L34	rpmH		EGCR1_RS12455	135	44	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2545853	2547178	+					dnaA		EGCR1_RS12460	1326		old_locus_tag=EGCR1_12465
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2545853	2547178	+	WP_114525178.1	WP_114525178.1		chromosomal replication initiator protein DnaA	dnaA		EGCR1_RS12460	1326	441	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2547412	2548542	+					dnaN		EGCR1_RS12465	1131		old_locus_tag=EGCR1_12470
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2547412	2548542	+	WP_114525179.1	WP_114525179.1		DNA polymerase III subunit beta	dnaN		EGCR1_RS12465	1131	376	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2548778	2549020	+					yaaA		EGCR1_RS12470	243		old_locus_tag=EGCR1_12475
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2548778	2549020	+	WP_086306025.1	WP_086306025.1		S4 domain-containing protein YaaA	yaaA		EGCR1_RS12470	243	80	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2549007	2550125	+					recF		EGCR1_RS12475	1119		old_locus_tag=EGCR1_12480
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2549007	2550125	+	WP_086305998.1	WP_086305998.1		DNA replication/repair protein RecF	recF		EGCR1_RS12475	1119	372	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2550126	2552075	+					gyrB		EGCR1_RS12480	1950		old_locus_tag=EGCR1_12485
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2550126	2552075	+	WP_010782260.1	WP_010782260.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		EGCR1_RS12480	1950	649	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2552138	2554594	+					gyrA		EGCR1_RS12485	2457		old_locus_tag=EGCR1_12490
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2552138	2554594	+	WP_240318431.1	WP_240318431.1		DNA gyrase subunit A	gyrA		EGCR1_RS12485	2457	818	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	2554777	2555079	+					rpsF		EGCR1_RS12490	303		old_locus_tag=EGCR1_12495
