# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1311832	1313340	-	WP_002329219.1	WP_002329219.1		DUF1846 domain-containing protein		66497532	KU781_RS06365	1509	502	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1313499	1313690	+						66497533	KU781_RS06370	192		old_locus_tag=KU781_06370
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1313499	1313690	+	WP_002290760.1	WP_002290760.1		hypothetical protein		66497533	KU781_RS06370	192	63	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1313904	1314821	+						66497534	KU781_RS06375	918		old_locus_tag=KU781_06375
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1313904	1314821	+	WP_002329218.1	WP_002329218.1		hypothetical protein		66497534	KU781_RS06375	918	305	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1314814	1315887	+						66497535	KU781_RS06380	1074		old_locus_tag=KU781_06380
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1314814	1315887	+	WP_002329217.1	WP_002329217.1		hypothetical protein		66497535	KU781_RS06380	1074	357	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1316035	1316553	+						66497536	KU781_RS06385	519		old_locus_tag=KU781_06385
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1316035	1316553	+	WP_002329216.1	WP_002329216.1		hypothetical protein		66497536	KU781_RS06385	519	172	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1316534	1316926	+						66497537	KU781_RS06390	393		old_locus_tag=KU781_06390
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1316534	1316926	+	WP_002329215.1	WP_002329215.1		DUF4430 domain-containing protein		66497537	KU781_RS06390	393	130	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1317001	1317936	+						66497538	KU781_RS06395	936		old_locus_tag=KU781_06395
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1317001	1317936	+	WP_002329214.1	WP_002329214.1		cation diffusion facilitator family transporter		66497538	KU781_RS06395	936	311	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1318069	1318848	+						66497539	KU781_RS06400	780		old_locus_tag=KU781_06400
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1318069	1318848	+	WP_002306712.1	WP_002306712.1		AzlC family ABC transporter permease		66497539	KU781_RS06400	780	259	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1318841	1319158	+						66497540	KU781_RS06405	318		old_locus_tag=KU781_06405
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1318841	1319158	+	WP_002290769.1	WP_002290769.1		AzlD domain-containing protein		66497540	KU781_RS06405	318	105	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1319402	1321012	+						66497541	KU781_RS06410	1611		old_locus_tag=KU781_06410
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1319402	1321012	+	WP_002329213.1	WP_002329213.1		polysaccharide biosynthesis protein		66497541	KU781_RS06410	1611	536	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1321170	1322018	+						66497542	KU781_RS06415	849		old_locus_tag=KU781_06415
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1321170	1322018	+	WP_002329212.1	WP_002329212.1		DegV family protein		66497542	KU781_RS06415	849	282	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1322252	1322731	+						66497543	KU781_RS06420	480		old_locus_tag=KU781_06420
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1322252	1322731	+	WP_002290778.1	WP_002290778.1		DUF6530 family protein		66497543	KU781_RS06420	480	159	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1322764	1325007	+						66497544	KU781_RS06425	2244		old_locus_tag=KU781_06425
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1322764	1325007	+	WP_002329211.1	WP_002329211.1		AAA family ATPase		66497544	KU781_RS06425	2244	747	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1325136	1326779	+						66497545	KU781_RS06430	1644		old_locus_tag=KU781_06430
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1325136	1326779	+	WP_002329210.1	WP_002329210.1		alpha-glucosidase		66497545	KU781_RS06430	1644	547	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1326843	1327388	-						66497546	KU781_RS06435	546		old_locus_tag=KU781_06435
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1326843	1327388	-	WP_002290783.1	WP_002290783.1		TIGR01440 family protein		66497546	KU781_RS06435	546	181	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1327410	1327895	-						66497547	KU781_RS06440	486		old_locus_tag=KU781_06440
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1327410	1327895	-	WP_002290784.1	WP_002290784.1		ECF transporter S component		66497547	KU781_RS06440	486	161	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1327885	1328697	-						66497548	KU781_RS06445	813		old_locus_tag=KU781_06445
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1327885	1328697	-	WP_002329209.1	WP_002329209.1		hydroxymethylpyrimidine/phosphomethylpyrimidine kinase		66497548	KU781_RS06445	813	270	
gene	pseudogene	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1328967	1330499	-						66497549	KU781_RS06450	1533		pseudo;old_locus_tag=KU781_06450
CDS	without_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1328967	1330499	-				acyl-CoA synthetase		66497549	KU781_RS06450	1533		pseudo
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1330603	1331634	-						66497550	KU781_RS06455	1032		old_locus_tag=KU781_06455
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1330603	1331634	-	WP_002329206.1	WP_002329206.1		tyrosine-type recombinase/integrase		66497550	KU781_RS06455	1032	343	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1331846	1332574	+						66497551	KU781_RS06460	729		old_locus_tag=KU781_06460
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1331846	1332574	+	WP_002329205.1	WP_002329205.1		glycosyltransferase family 2 protein		66497551	KU781_RS06460	729	242	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1332668	1332877	+						66497552	KU781_RS06465	210		old_locus_tag=KU781_06465
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1332668	1332877	+	WP_229033422.1	WP_229033422.1		hypothetical protein		66497552	KU781_RS06465	210	69	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1332890	1333816	+						66497553	KU781_RS06470	927		old_locus_tag=KU781_06470
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1332890	1333816	+	WP_002329204.1	WP_002329204.1		phosphodiester glycosidase family protein		66497553	KU781_RS06470	927	308	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1333833	1334210	+						66497554	KU781_RS06475	378		old_locus_tag=KU781_06475
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1333833	1334210	+	WP_002329203.1	WP_002329203.1		hypothetical protein		66497554	KU781_RS06475	378	125	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1334453	1335439	+						66497555	KU781_RS06480	987		old_locus_tag=KU781_06480
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1334453	1335439	+	WP_002329202.1	WP_002329202.1		DUF2382 domain-containing protein		66497555	KU781_RS06480	987	328	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1335639	1336979	-						66497556	KU781_RS06485	1341		old_locus_tag=KU781_06485
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1335639	1336979	-	WP_002329201.1	WP_002329201.1		HAMP domain-containing histidine kinase		66497556	KU781_RS06485	1341	446	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1336984	1337658	-						66497557	KU781_RS06490	675		old_locus_tag=KU781_06490
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1336984	1337658	-	WP_002309252.1	WP_002309252.1		response regulator transcription factor		66497557	KU781_RS06490	675	224	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1337879	1338952	+						66497558	KU781_RS06495	1074		old_locus_tag=KU781_06495
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1337879	1338952	+	WP_002329200.1	WP_002329200.1		ABC transporter permease		66497558	KU781_RS06495	1074	357	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1338958	1339644	+						66497559	KU781_RS06500	687		old_locus_tag=KU781_06500
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1338958	1339644	+	WP_002329199.1	WP_002329199.1		ABC transporter ATP-binding protein		66497559	KU781_RS06500	687	228	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1339652	1340299	+						66497560	KU781_RS06505	648		old_locus_tag=KU781_06505
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1339652	1340299	+	WP_002315018.1	WP_002315018.1		TetR family transcriptional regulator		66497560	KU781_RS06505	648	215	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1340375	1341181	-						66497561	KU781_RS06510	807		old_locus_tag=KU781_06510
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1340375	1341181	-	WP_033583150.1	WP_033583150.1		M protein trans-acting positive regulator		66497561	KU781_RS06510	807	268	
gene	pseudogene	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1341314	1342021	+						66497562	KU781_RS06515	708		partial;pseudo;old_locus_tag=KU781_06515
CDS	without_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1341314	1342021	+				Gfo/Idh/MocA family oxidoreductase		66497562	KU781_RS06515	708		partial;pseudo
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1342118	1342423	+						66497563	KU781_RS06520	306		old_locus_tag=KU781_06520
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1342118	1342423	+	WP_002329195.1	WP_002329195.1		hypothetical protein		66497563	KU781_RS06520	306	101	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1342586	1344601	+						66497564	KU781_RS06525	2016		old_locus_tag=KU781_06525
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1342586	1344601	+	WP_002315030.1	WP_002315030.1		PTS sugar transporter subunit IIA		66497564	KU781_RS06525	2016	671	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1344603	1344887	+						66497565	KU781_RS06530	285		old_locus_tag=KU781_06530
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1344603	1344887	+	WP_002309270.1	WP_002309270.1		PTS sugar transporter subunit IIB		66497565	KU781_RS06530	285	94	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1344913	1346286	+						66497566	KU781_RS06535	1374		old_locus_tag=KU781_06535
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1344913	1346286	+	WP_137202936.1	WP_137202936.1		PTS ascorbate transporter subunit IIC		66497566	KU781_RS06535	1374	457	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347221	1347553	+						66497568	KU781_RS06545	333		old_locus_tag=KU781_06545
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347221	1347553	+	WP_002309277.1	WP_002309277.1		hypothetical protein		66497568	KU781_RS06545	333	110	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347579	1347821	+						66497569	KU781_RS06550	243		old_locus_tag=KU781_06550
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347579	1347821	+	WP_002329193.1	WP_002329193.1		hypothetical protein		66497569	KU781_RS06550	243	80	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347945	1348889	+						66497570	KU781_RS06555	945		old_locus_tag=KU781_06555
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1347945	1348889	+	WP_002329192.1	WP_002329192.1		L-lactate dehydrogenase		66497570	KU781_RS06555	945	314	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1349550	1349948	-						66497571	KU781_RS06560	399		old_locus_tag=KU781_06560
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1349550	1349948	-	WP_002329191.1	WP_002329191.1		type II toxin-antitoxin system death-on-curing family toxin		66497571	KU781_RS06560	399	132	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1349945	1350181	-						66497572	KU781_RS06565	237		old_locus_tag=KU781_06565
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1349945	1350181	-	WP_002309281.1	WP_002309281.1		addiction module antitoxin		66497572	KU781_RS06565	237	78	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1350351	1350635	-						66497573	KU781_RS06570	285		old_locus_tag=KU781_06570
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1350351	1350635	-	WP_002313773.1	WP_002313773.1		hypothetical protein		66497573	KU781_RS06570	285	94	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1350807	1353035	-					topB	66497574	KU781_RS06575	2229		old_locus_tag=KU781_06575
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1350807	1353035	-	WP_137202938.1	WP_137202938.1		type IA DNA topoisomerase	topB	66497574	KU781_RS06575	2229	742	
gene	pseudogene	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1353210	1353621	-						66497575	KU781_RS06580	412		pseudo;old_locus_tag=KU781_06580
CDS	without_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1353210	1353621	-				VOC family protein		66497575	KU781_RS06580	412		pseudo
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1353740	1354903	-						66497576	KU781_RS06585	1164		old_locus_tag=KU781_06585
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1353740	1354903	-	WP_002313776.1	WP_002313776.1		LCP family protein		66497576	KU781_RS06585	1164	387	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1355081	1355935	-					aroE	66497577	KU781_RS06590	855		old_locus_tag=KU781_06590
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1355081	1355935	-	WP_002309292.1	WP_002309292.1		shikimate dehydrogenase	aroE	66497577	KU781_RS06590	855	284	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1356215	1356985	-						66497578	KU781_RS06595	771		old_locus_tag=KU781_06595
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1356215	1356985	-	WP_002309294.1	WP_002309294.1		ATP-binding cassette domain-containing protein		66497578	KU781_RS06595	771	256	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1356988	1357869	-						66497579	KU781_RS06600	882		old_locus_tag=KU781_06600
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1356988	1357869	-	WP_002309295.1	WP_002309295.1		ABC transporter permease		66497579	KU781_RS06600	882	293	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1357866	1358915	-						66497580	KU781_RS06605	1050		old_locus_tag=KU781_06605
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1357866	1358915	-	WP_002329188.1	WP_002329188.1		ABC transporter substrate-binding protein		66497580	KU781_RS06605	1050	349	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1359364	1359987	-						66497581	KU781_RS06610	624		old_locus_tag=KU781_06610
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1359364	1359987	-	WP_002309297.1	WP_002309297.1		hypothetical protein		66497581	KU781_RS06610	624	207	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1360176	1361882	+					efbA	66497582	KU781_RS06615	1707		old_locus_tag=KU781_06615
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1360176	1361882	+	WP_002313779.1	WP_002313779.1		fibronectin-binding protein EfbA	efbA	66497582	KU781_RS06615	1707	568	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1362064	1362966	-						66497583	KU781_RS06620	903		old_locus_tag=KU781_06620
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1362064	1362966	-	WP_002329186.1	WP_002329186.1		LysR family transcriptional regulator		66497583	KU781_RS06620	903	300	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1362963	1363655	-						66497584	KU781_RS06625	693		old_locus_tag=KU781_06625
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1362963	1363655	-	WP_002316248.1	WP_002316248.1		carbonic anhydrase family protein		66497584	KU781_RS06625	693	230	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1363698	1364339	-						66497585	KU781_RS06630	642		old_locus_tag=KU781_06630
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1363698	1364339	-	WP_002288886.1	WP_002288886.1		HD domain-containing protein		66497585	KU781_RS06630	642	213	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1364732	1365367	-						66497586	KU781_RS06635	636		old_locus_tag=KU781_06635
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1364732	1365367	-	WP_002309302.1	WP_002309302.1		HAD family phosphatase		66497586	KU781_RS06635	636	211	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1365379	1368147	-						66497587	KU781_RS06640	2769		old_locus_tag=KU781_06640
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1365379	1368147	-	WP_002329185.1	WP_002329185.1		sigma 54-interacting transcriptional regulator		66497587	KU781_RS06640	2769	922	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1368253	1369230	-						66497588	KU781_RS06645	978		old_locus_tag=KU781_06645
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1368253	1369230	-	WP_002313783.1	WP_002313783.1		SIS domain-containing protein		66497588	KU781_RS06645	978	325	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1369283	1370095	-						66497589	KU781_RS06650	813		old_locus_tag=KU781_06650
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1369283	1370095	-	WP_002309306.1	WP_002309306.1		PTS system mannose/fructose/sorbose family transporter subunit IID		66497589	KU781_RS06650	813	270	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1370110	1370889	-						66497590	KU781_RS06655	780		old_locus_tag=KU781_06655
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1370110	1370889	-	WP_002313784.1	WP_002313784.1		PTS sugar transporter subunit IIC		66497590	KU781_RS06655	780	259	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1370909	1371379	-						66497591	KU781_RS06660	471		old_locus_tag=KU781_06660
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1370909	1371379	-	WP_002309310.1	WP_002309310.1		PTS sugar transporter subunit IIB		66497591	KU781_RS06660	471	156	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1371376	1371792	-						66497592	KU781_RS06665	417		old_locus_tag=KU781_06665
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1371376	1371792	-	WP_002309312.1	WP_002309312.1		PTS sugar transporter subunit IIA		66497592	KU781_RS06665	417	138	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1372245	1372874	-					pyrE	71775698	KU781_RS13340	630		
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1372245	1372874	-	WP_029680876.1	WP_029680876.1		orotate phosphoribosyltransferase	pyrE	71775698	KU781_RS13340	630	209	
gene	pseudogene	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1372884	1373597	-					pyrF	71775699	KU781_RS13345	714		partial;pseudo
CDS	without_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1372884	1373597	-				orotidine-5'-phosphate decarboxylase	pyrF	71775699	KU781_RS13345	714		partial;pseudo
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1373594	1374526	-						66497594	KU781_RS06675	933		old_locus_tag=KU781_06675
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1373594	1374526	-	WP_002309316.1	WP_002309316.1		dihydroorotate dehydrogenase		66497594	KU781_RS06675	933	310	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1374523	1375299	-						66497595	KU781_RS06680	777		old_locus_tag=KU781_06680
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1374523	1375299	-	WP_002309317.1	WP_002309317.1		dihydroorotate dehydrogenase electron transfer subunit		66497595	KU781_RS06680	777	258	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1375353	1378538	-					carB	66497596	KU781_RS06685	3186		old_locus_tag=KU781_06685
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1375353	1378538	-	WP_219273576.1	WP_219273576.1		carbamoyl-phosphate synthase large subunit	carB	66497596	KU781_RS06685	3186	1061	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1378543	1379619	-						66497597	KU781_RS06690	1077		old_locus_tag=KU781_06690
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1378543	1379619	-	WP_002329184.1	WP_002329184.1		carbamoyl phosphate synthase small subunit		66497597	KU781_RS06690	1077	358	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1379624	1380904	-						66497598	KU781_RS06695	1281		old_locus_tag=KU781_06695
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1379624	1380904	-	WP_002329183.1	WP_002329183.1		dihydroorotase		66497598	KU781_RS06695	1281	426	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1380923	1381849	-						66497599	KU781_RS06700	927		old_locus_tag=KU781_06700
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1380923	1381849	-	WP_002309323.1	WP_002309323.1		aspartate carbamoyltransferase catalytic subunit		66497599	KU781_RS06700	927	308	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1381862	1383145	-						66497600	KU781_RS06705	1284		old_locus_tag=KU781_06705
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1381862	1383145	-	WP_002309324.1	WP_002309324.1		NCS2 family nucleobase:cation symporter		66497600	KU781_RS06705	1284	427	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1383159	1383698	-					pyrR	66497601	KU781_RS06710	540		old_locus_tag=KU781_06710
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1383159	1383698	-	WP_002295862.1	WP_002295862.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR	66497601	KU781_RS06710	540	179	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1383934	1384845	-						66497602	KU781_RS06715	912		old_locus_tag=KU781_06715
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1383934	1384845	-	WP_002309325.1	WP_002309325.1		RluA family pseudouridine synthase		66497602	KU781_RS06715	912	303	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1384842	1385306	-					lspA	66497603	KU781_RS06720	465		old_locus_tag=KU781_06720
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1384842	1385306	-	WP_002309326.1	WP_002309326.1		signal peptidase II	lspA	66497603	KU781_RS06720	465	154	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1385311	1386009	-						66497604	KU781_RS06725	699		old_locus_tag=KU781_06725
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1385311	1386009	-	WP_002309327.1	WP_002309327.1		CBS domain-containing protein		66497604	KU781_RS06725	699	232	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1385996	1386382	-						66497605	KU781_RS06730	387		old_locus_tag=KU781_06730
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1385996	1386382	-	WP_002309328.1	WP_002309328.1		hypothetical protein		66497605	KU781_RS06730	387	128	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1386556	1388226	-						66497606	KU781_RS06735	1671		old_locus_tag=KU781_06735
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	1386556	1388226	-	WP_002329182.1	WP_002329182.1		formate--tetrahydrofolate ligase		66497606	KU781_RS06735	1671	556	
