# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1543627	1544328	+						67040022	J9537_RS07620	702		old_locus_tag=J9537_07620
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1543627	1544328	+	WP_010744823.1	WP_010744823.1		CBS domain-containing protein		67040022	J9537_RS07620	702	233	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1544331	1544792	+					lspA	67040023	J9537_RS07625	462		old_locus_tag=J9537_07625
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1544331	1544792	+	WP_218255482.1	WP_218255482.1		signal peptidase II	lspA	67040023	J9537_RS07625	462	153	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1544785	1545693	+						67040024	J9537_RS07630	909		old_locus_tag=J9537_07630
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1544785	1545693	+	WP_218255484.1	WP_218255484.1		RluA family pseudouridine synthase		67040024	J9537_RS07630	909	302	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1546058	1546600	+					pyrR	67040025	J9537_RS07635	543		old_locus_tag=J9537_07635
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1546058	1546600	+	WP_010744826.1	WP_010744826.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR	67040025	J9537_RS07635	543	180	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1546633	1547904	+						67040026	J9537_RS07640	1272		old_locus_tag=J9537_07640
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1546633	1547904	+	WP_218255486.1	WP_218255486.1		NCS2 family nucleobase:cation symporter		67040026	J9537_RS07640	1272	423	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1547994	1548920	+						67040027	J9537_RS07645	927		old_locus_tag=J9537_07645
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1547994	1548920	+	WP_218255488.1	WP_218255488.1		aspartate carbamoyltransferase catalytic subunit		67040027	J9537_RS07645	927	308	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1548934	1550214	+						67040028	J9537_RS07650	1281		old_locus_tag=J9537_07650
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1548934	1550214	+	WP_218255490.1	WP_218255490.1		dihydroorotase		67040028	J9537_RS07650	1281	426	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1550219	1551298	+						67040029	J9537_RS07655	1080		old_locus_tag=J9537_07655
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1550219	1551298	+	WP_010744830.1	WP_010744830.1		carbamoyl phosphate synthase small subunit		67040029	J9537_RS07655	1080	359	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1551299	1554481	+					carB	67040030	J9537_RS07660	3183		old_locus_tag=J9537_07660
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1551299	1554481	+	WP_218255492.1	WP_218255492.1		carbamoyl-phosphate synthase large subunit	carB	67040030	J9537_RS07660	3183	1060	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1554533	1555303	+						67040031	J9537_RS07665	771		old_locus_tag=J9537_07665
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1554533	1555303	+	WP_218255494.1	WP_218255494.1		dihydroorotate dehydrogenase electron transfer subunit		67040031	J9537_RS07665	771	256	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1555303	1556229	+						67040032	J9537_RS07670	927		old_locus_tag=J9537_07670
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1555303	1556229	+	WP_218255496.1	WP_218255496.1		dihydroorotate dehydrogenase		67040032	J9537_RS07670	927	308	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1556363	1557079	+					pyrF	67040033	J9537_RS07675	717		old_locus_tag=J9537_07675
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1556363	1557079	+	WP_218255498.1	WP_218255498.1		orotidine-5'-phosphate decarboxylase	pyrF	67040033	J9537_RS07675	717	238	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1557080	1557706	+					pyrE	67040034	J9537_RS07680	627		old_locus_tag=J9537_07680
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1557080	1557706	+	WP_218255500.1	WP_218255500.1		orotate phosphoribosyltransferase	pyrE	67040034	J9537_RS07680	627	208	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1557893	1558195	+						67040035	J9537_RS07685	303		old_locus_tag=J9537_07685
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1557893	1558195	+	WP_218255502.1	WP_218255502.1		hypothetical protein		67040035	J9537_RS07685	303	100	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1558626	1559657	+						67040036	J9537_RS07690	1032		old_locus_tag=J9537_07690
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1558626	1559657	+	WP_218255504.1	WP_218255504.1		AI-2E family transporter		67040036	J9537_RS07690	1032	343	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1559654	1561357	-					efbA	67040037	J9537_RS07695	1704		old_locus_tag=J9537_07695
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1559654	1561357	-	WP_218255505.1	WP_218255505.1		fibronectin-binding protein EfbA	efbA	67040037	J9537_RS07695	1704	567	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1561448	1563115	-						67040038	J9537_RS07700	1668		old_locus_tag=J9537_07700
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1561448	1563115	-	WP_010744838.1	WP_010744838.1		phosphoenolpyruvate carboxykinase (ATP)		67040038	J9537_RS07700	1668	555	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1563290	1563850	+						67040039	J9537_RS07705	561		old_locus_tag=J9537_07705
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1563290	1563850	+	WP_218255506.1	WP_218255506.1		hypothetical protein		67040039	J9537_RS07705	561	186	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1564241	1565251	+						67040040	J9537_RS07710	1011		old_locus_tag=J9537_07710
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1564241	1565251	+	WP_010744840.1	WP_010744840.1		ABC transporter substrate-binding protein		67040040	J9537_RS07710	1011	336	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1565256	1566137	+						67040041	J9537_RS07715	882		old_locus_tag=J9537_07715
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1565256	1566137	+	WP_218255508.1	WP_218255508.1		ABC transporter permease		67040041	J9537_RS07715	882	293	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1566142	1566924	+						67040042	J9537_RS07720	783		old_locus_tag=J9537_07720
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1566142	1566924	+	WP_218255510.1	WP_218255510.1		ATP-binding cassette domain-containing protein		67040042	J9537_RS07720	783	260	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1567411	1568289	+						67040043	J9537_RS07725	879		old_locus_tag=J9537_07725
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1567411	1568289	+	WP_218255512.1	WP_218255512.1		shikimate dehydrogenase		67040043	J9537_RS07725	879	292	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1568311	1569354	+					aroF	67040044	J9537_RS07730	1044		old_locus_tag=J9537_07730
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1568311	1569354	+	WP_010744844.1	WP_010744844.1		3-deoxy-7-phosphoheptulonate synthase	aroF	67040044	J9537_RS07730	1044	347	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1569367	1570425	+					aroB	67040045	J9537_RS07735	1059		old_locus_tag=J9537_07735
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1569367	1570425	+	WP_218255514.1	WP_218255514.1		3-dehydroquinate synthase	aroB	67040045	J9537_RS07735	1059	352	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1570429	1571589	+					aroC	67040046	J9537_RS07740	1161		old_locus_tag=J9537_07740
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1570429	1571589	+	WP_218255516.1	WP_218255516.1		chorismate synthase	aroC	67040046	J9537_RS07740	1161	386	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1571606	1572679	+						67040047	J9537_RS07745	1074		old_locus_tag=J9537_07745
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1571606	1572679	+	WP_218255517.1	WP_218255517.1		prephenate dehydrogenase		67040047	J9537_RS07745	1074	357	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1572684	1573955	+					aroA	67040048	J9537_RS07750	1272		old_locus_tag=J9537_07750
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1572684	1573955	+	WP_218255519.1	WP_218255519.1		3-phosphoshikimate 1-carboxyvinyltransferase	aroA	67040048	J9537_RS07750	1272	423	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1574021	1574530	+						67040049	J9537_RS07755	510		old_locus_tag=J9537_07755
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1574021	1574530	+	WP_010744849.1	WP_010744849.1		shikimate kinase		67040049	J9537_RS07755	510	169	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1574530	1575378	+					pheA	67040050	J9537_RS07760	849		old_locus_tag=J9537_07760
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1574530	1575378	+	WP_218255521.1	WP_218255521.1		prephenate dehydratase	pheA	67040050	J9537_RS07760	849	282	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1575475	1576656	+						67040051	J9537_RS07765	1182		old_locus_tag=J9537_07765
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1575475	1576656	+	WP_218255523.1	WP_218255523.1		LCP family protein		67040051	J9537_RS07765	1182	393	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1576736	1577581	+						67040052	J9537_RS07770	846		old_locus_tag=J9537_07770
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1576736	1577581	+	WP_218255525.1	WP_218255525.1		DegV family protein		67040052	J9537_RS07770	846	281	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1578238	1578717	+						67040053	J9537_RS07775	480		old_locus_tag=J9537_07775
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1578238	1578717	+	WP_010744853.1	WP_010744853.1		DUF6530 family protein		67040053	J9537_RS07775	480	159	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1578742	1580973	+						67040054	J9537_RS07780	2232		old_locus_tag=J9537_07780
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1578742	1580973	+	WP_218255527.1	WP_218255527.1		AAA family ATPase		67040054	J9537_RS07780	2232	743	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1581013	1581558	-						67040055	J9537_RS07785	546		old_locus_tag=J9537_07785
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1581013	1581558	-	WP_218257346.1	WP_218257346.1		TIGR01440 family protein		67040055	J9537_RS07785	546	181	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1581575	1582069	-						67040056	J9537_RS07790	495		old_locus_tag=J9537_07790
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1581575	1582069	-	WP_218255528.1	WP_218255528.1		ECF transporter S component		67040056	J9537_RS07790	495	164	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1582066	1582863	-						67040057	J9537_RS07795	798		old_locus_tag=J9537_07795
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1582066	1582863	-	WP_218255530.1	WP_218255530.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase		67040057	J9537_RS07795	798	265	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1583059	1583682	+						67040058	J9537_RS07800	624		old_locus_tag=J9537_07800
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1583059	1583682	+	WP_218255532.1	WP_218255532.1		NAD(P)H-binding protein		67040058	J9537_RS07800	624	207	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1583841	1584458	+						67040059	J9537_RS07805	618		old_locus_tag=J9537_07805
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1583841	1584458	+	WP_218255534.1	WP_218255534.1		hypothetical protein		67040059	J9537_RS07805	618	205	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1584571	1585239	+						67040060	J9537_RS07810	669		old_locus_tag=J9537_07810
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1584571	1585239	+	WP_218255536.1	WP_218255536.1		HAD-IA family hydrolase		67040060	J9537_RS07810	669	222	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1585429	1585614	+						67040061	J9537_RS07815	186		old_locus_tag=J9537_07815
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1585429	1585614	+	WP_218255538.1	WP_218255538.1		hypothetical protein		67040061	J9537_RS07815	186	61	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1585968	1586957	+						67040062	J9537_RS07820	990		old_locus_tag=J9537_07820
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1585968	1586957	+	WP_002337512.1	WP_002337512.1		IS30 family transposase		67040062	J9537_RS07820	990	329	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1587226	1588011	-						67040063	J9537_RS07825	786		old_locus_tag=J9537_07825
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1587226	1588011	-	WP_218257347.1	WP_218257347.1		ankyrin repeat domain-containing protein		67040063	J9537_RS07825	786	261	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1588047	1588436	-						67040064	J9537_RS07830	390		old_locus_tag=J9537_07830
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1588047	1588436	-	WP_218255539.1	WP_218255539.1		tautomerase family protein		67040064	J9537_RS07830	390	129	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1588685	1590784	+						67040065	J9537_RS07835	2100		old_locus_tag=J9537_07835
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1588685	1590784	+	WP_218255541.1	WP_218255541.1		LTA synthase family protein		67040065	J9537_RS07835	2100	699	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1590822	1592708	-						67040066	J9537_RS07840	1887		old_locus_tag=J9537_07840
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1590822	1592708	-	WP_218255543.1	WP_218255543.1		endonuclease MutS2		67040066	J9537_RS07840	1887	628	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1593048	1594928	-					asnB	67040067	J9537_RS07845	1881		old_locus_tag=J9537_07845
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1593048	1594928	-	WP_218255545.1	WP_218255545.1		asparagine synthase (glutamine-hydrolyzing)	asnB	67040067	J9537_RS07845	1881	626	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1595159	1596190	-						67040068	J9537_RS07850	1032		old_locus_tag=J9537_07850
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1595159	1596190	-	WP_010744866.1	WP_010744866.1		hypothetical protein		67040068	J9537_RS07850	1032	343	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1596190	1597038	-						67040069	J9537_RS07855	849		old_locus_tag=J9537_07855
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1596190	1597038	-	WP_010744867.1	WP_010744867.1		hypothetical protein		67040069	J9537_RS07855	849	282	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1597255	1598286	-						67040070	J9537_RS07860	1032		old_locus_tag=J9537_07860
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1597255	1598286	-	WP_218255547.1	WP_218255547.1		DUF1002 domain-containing protein		67040070	J9537_RS07860	1032	343	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1598563	1598745	-						67040071	J9537_RS07865	183		old_locus_tag=J9537_07865
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1598563	1598745	-	WP_010744869.1	WP_010744869.1		hypothetical protein		67040071	J9537_RS07865	183	60	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1598801	1600825	-						67040072	J9537_RS07870	2025		old_locus_tag=J9537_07870
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1598801	1600825	-	WP_218255549.1	WP_218255549.1		penicillin-binding transpeptidase domain-containing protein		67040072	J9537_RS07870	2025	674	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1600892	1601434	+						67040073	J9537_RS07875	543		old_locus_tag=J9537_07875
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1600892	1601434	+	WP_218255551.1	WP_218255551.1		guanylate kinase		67040073	J9537_RS07875	543	180	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1601414	1602073	-						67040074	J9537_RS07880	660		old_locus_tag=J9537_07880
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1601414	1602073	-	WP_218255552.1	WP_218255552.1		GNAT family N-acetyltransferase		67040074	J9537_RS07880	660	219	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1602063	1602974	-						67040075	J9537_RS07885	912		old_locus_tag=J9537_07885
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1602063	1602974	-	WP_218255554.1	WP_218255554.1		sce7725 family protein		67040075	J9537_RS07885	912	303	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1602979	1603665	-						67040076	J9537_RS07890	687		old_locus_tag=J9537_07890
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1602979	1603665	-	WP_218255556.1	WP_218255556.1		hypothetical protein		67040076	J9537_RS07890	687	228	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1603740	1605065	-						67040077	J9537_RS07895	1326		old_locus_tag=J9537_07895
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1603740	1605065	-	WP_218257348.1	WP_218257348.1		NAD(P)/FAD-dependent oxidoreductase		67040077	J9537_RS07895	1326	441	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1605068	1606021	-						67040078	J9537_RS07900	954		old_locus_tag=J9537_07900
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1605068	1606021	-	WP_218255558.1	WP_218255558.1		ABC transporter ATP-binding protein		67040078	J9537_RS07900	954	317	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1606022	1607557	-						67040079	J9537_RS07905	1536		old_locus_tag=J9537_07905
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1606022	1607557	-	WP_218255560.1	WP_218255560.1		ABC transporter permease/substrate-binding protein		67040079	J9537_RS07905	1536	511	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1607683	1608249	+						67040080	J9537_RS07910	567		old_locus_tag=J9537_07910
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1607683	1608249	+	WP_218255561.1	WP_218255561.1		hypothetical protein		67040080	J9537_RS07910	567	188	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608289	1608588	-						67040081	J9537_RS07915	300		old_locus_tag=J9537_07915
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608289	1608588	-	WP_218255563.1	WP_218255563.1		YciI family protein		67040081	J9537_RS07915	300	99	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608605	1608904	-						67040082	J9537_RS07920	300		old_locus_tag=J9537_07920
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608605	1608904	-	WP_218255565.1	WP_218255565.1		YciI family protein		67040082	J9537_RS07920	300	99	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608953	1609819	-						67040083	J9537_RS07925	867		old_locus_tag=J9537_07925
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1608953	1609819	-	WP_245001246.1	WP_245001246.1		YafY family transcriptional regulator		67040083	J9537_RS07925	867	288	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1609929	1610138	-						67040084	J9537_RS07930	210		old_locus_tag=J9537_07930
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1609929	1610138	-	WP_010744882.1	WP_010744882.1		hypothetical protein		67040084	J9537_RS07930	210	69	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610327	1610686	-						67040085	J9537_RS07935	360		old_locus_tag=J9537_07935
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610327	1610686	-	WP_218255567.1	WP_218255567.1		DUF1304 domain-containing protein		67040085	J9537_RS07935	360	119	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610689	1610976	-						67040086	J9537_RS07940	288		old_locus_tag=J9537_07940
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610689	1610976	-	WP_218255568.1	WP_218255568.1		antibiotic biosynthesis monooxygenase		67040086	J9537_RS07940	288	95	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610993	1611631	-						67040087	J9537_RS07945	639		old_locus_tag=J9537_07945
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1610993	1611631	-	WP_218255569.1	WP_218255569.1		nitroreductase family protein		67040087	J9537_RS07945	639	212	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1611646	1612053	-						67040088	J9537_RS07950	408		old_locus_tag=J9537_07950
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1611646	1612053	-	WP_218255571.1	WP_218255571.1		MarR family transcriptional regulator		67040088	J9537_RS07950	408	135	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1612396	1612737	-						67040089	J9537_RS07955	342		old_locus_tag=J9537_07955
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1612396	1612737	-	WP_010744891.1	WP_010744891.1		metal-sulfur cluster assembly factor		67040089	J9537_RS07955	342	113	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1612831	1613733	-						67040090	J9537_RS07960	903		old_locus_tag=J9537_07960
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1612831	1613733	-	WP_218255573.1	WP_218255573.1		YitT family protein		67040090	J9537_RS07960	903	300	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1613949	1614440	+						67040091	J9537_RS07965	492		old_locus_tag=J9537_07965
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1613949	1614440	+	WP_010744893.1	WP_010744893.1		YajQ family cyclic di-GMP-binding protein		67040091	J9537_RS07965	492	163	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1614620	1616962	-						67040092	J9537_RS07970	2343		old_locus_tag=J9537_07970
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1614620	1616962	-	WP_218255574.1	WP_218255574.1		PD-(D/E)XK nuclease family protein		67040092	J9537_RS07970	2343	780	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1617261	1617887	+						67040093	J9537_RS07975	627		old_locus_tag=J9537_07975
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1617261	1617887	+	WP_218255575.1	WP_218255575.1		MBL fold metallo-hydrolase		67040093	J9537_RS07975	627	208	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1617911	1618615	+						67040094	J9537_RS07980	705		old_locus_tag=J9537_07980
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1617911	1618615	+	WP_010744896.1	WP_010744896.1		histidine phosphatase family protein		67040094	J9537_RS07980	705	234	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1618742	1619575	+						67040095	J9537_RS07985	834		old_locus_tag=J9537_07985
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	1618742	1619575	+	WP_010744897.1	WP_010744897.1		undecaprenyl-diphosphate phosphatase		67040095	J9537_RS07985	834	277	
